InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
MSB,Fish specimens,MSB:Fish:66810,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.52176,-109.154277,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. at Island Park. Collector(s): C.D. Vanicek",,,1964,07,29,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 04:51:33.0
MSB,Fish specimens,MSB:Fish:66823,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.52176,-109.154277,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. at Island Park. Collector(s): C.D. Vanicek",,,1965,07,18,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:21:51.0
MSB,Fish specimens,MSB:Fish:69682,1,Catostomus latipinnis x Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,40.52176,-109.154277,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. at Island Park. Collector(s): C.D. Vanicek",,,1964,11,01,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:21:52.0
MSB,Fish specimens,MSB:Fish:66818,3,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.52176,-109.154277,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Green R. at Island Park. Collector(s): C.D. Vanicek",,,1964,11,01,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:21:52.0
MSB,Fish specimens,MSB:Fish:66812,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.52176,-109.154277,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Grren R. at Island Park. Collector(s): C.D. Vanicek",,,1964,08,21,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:21:59.0
MSB,Fish specimens,MSB:Fish:69679,1,Catostomus latipinnis x Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,40.52176,-109.154277,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Grren R. at Island Park. Collector(s): C.D. Vanicek",,,1964,08,21,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:21:59.0
MSB,Fish specimens,MSB:Fish:68190,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.52176,-109.154277,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado Drainage. Grren R. at Island Park. Collector(s): C.D. Vanicek",,,1964,08,21,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 05:21:59.0
MSB,Fish specimens,MSB:Fish:53945,13,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3006158,-110.3267536,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 4.4 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.02 meters-1 meter,2002,06,01,"Collector(s): Michael A. Farrington, John P. Larson",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:14:35.0
MSB,Fish specimens,MSB:Fish:74071,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.2459687,-110.0511536,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 23.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.05 meters-.4 meters,2009,06,17,"Collector(s): W. H. Brandenburg, Adam Barkalow",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-F8; Storage: 95% EtOH, 81-F8; 0011, 0012; Water quality meter is non functional; Photograph number: 0011, 0012; Protolarvae",2019-05-27 07:26:16.0
MSB,Fish specimens,MSB:Fish:97473,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.165609,-109.923141,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.8 miles downstream of Mexican Hat raft pull out area.",,.51 meters,2014,05,21,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 05:28:52.0
MSB,Fish specimens,MSB:Fish:54141,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2520756,-109.6215294,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 1.0 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.02 meters-.95 meters,2002,06,27,"Collector(s): W. H. Brandenburg, John P. Larson, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"MSB San Juan River 2002 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, John P. Larson, Austin L. Fitzgerald",2019-05-27 03:30:27.0
MSB,Fish specimens,MSB:Fish:53690,90,Xyrauchen texanus,Catostomidae,"whole organism (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",,37.293526,-110.3056405,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.8 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.02 meters-.14 meters,2002,05,02,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"MSB San Juan River 2002 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington",2019-05-27 03:30:24.0
MSB,Fish specimens,MSB:Fish:74043,8,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.2838581,-110.3492046,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.03 meters-.55 meters,2009,05,21,"Collector(s): Michael A. Farrington, Lee E. Renfro",not recorded,,PreservedSpecimen,"San Juan River 2009 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Lee E. Renfro; Water quality meter is non functional",2019-05-27 07:17:27.0
MSB,Fish specimens,MSB:Fish:52756,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.14747427,-109.8525886,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.2 miles downstream of Mexican Hat raft pull out area.",,,2004,06,13,"Collector(s): Michael A. Farrington, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River 2004 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride",2019-05-27 03:27:21.0
MSB,Fish specimens,MSB:Fish:86030,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.001152,-109.006099,,North American Datum 1927,United States,Colorado,Montezuma County,,,"San Juan River, 1.3 miles upstream of the Four Corners bridge or where US HWY 160 crosses the river in Colorado.",,.03 meters-.31 meters,2011,05,17,"Collector(s): W. H. Brandenburg, Adam Barkalow",not recorded,,PreservedSpecimen,"San Juan River 2011 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow",2019-05-27 07:11:47.0
MSB,Fish specimens,MSB:Fish:74005,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.2451472,-110.0749195,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 21.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263, at John's Canyon.",,.05 meters-1 meter,2009,05,20,"Collector(s): Michael A. Farrington, Lee E. Renfro",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-F8; Storage: 95% EtOH, 81-F8; 3671, 3672, 3673; Water quality meter is non functional; Photograph number: 3671, 3672, 3673; Mesolarvae",2019-05-27 05:50:44.0
MSB,Fish specimens,MSB:Fish:53871,19,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1870058,-109.7844641,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 15.8 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.02 meters-.24 meters,2002,05,29,"Collector(s): Michael A. Farrington, John P. Larson",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 02:52:40.0
MSB,Fish specimens,MSB:Fish:97490,34,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.294425,-110.228094,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 10.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.75 meters,2014,05,22,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 05:54:35.0
MSB,Fish specimens,MSB:Fish:88431,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.25864716,-110.0930679,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 20.0 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.01 meters-.24 meters,2012,06,13,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:09:58.0
MSB,Fish specimens,MSB:Fish:58855,3,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2449083,-109.6198448,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 1.3 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.01 meters-.47 meters,2003,06,14,"Collector(s): W. H. Brandenburg, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-L6; Storage: 70% EtOH, 81-L6; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 02:53:35.0
MSB,Fish specimens,MSB:Fish:69665,2,Catostomus latipinnis x Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,40.520519,-108.986785,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Green River, above Yampa River confluence, Echo Park, Dinosaur National Monument.",,,1965,06,17,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 03:45:25.0
MSB,Fish specimens,MSB:Fish:69666,1,Catostomus latipinnis x Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,40.520519,-108.986785,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Green River, above Yampa River confluence, Echo Park, Dinosaur National Monument.",,,1970,06,16,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 03:45:26.0
MSB,Fish specimens,MSB:Fish:69667,1,Catostomus latipinnis x Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,40.520519,-108.986785,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Green River, above Yampa River confluence, Echo Park, Dinosaur National Monument.",,,1970,06,19,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 03:45:26.0
MSB,Fish specimens,MSB:Fish:69668,1,Catostomus latipinnis x Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,40.520519,-108.986785,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Green River, above Yampa River confluence, Echo Park, Dinosaur National Monument.",,,1970,06,22,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 03:45:26.0
MSB,Fish specimens,MSB:Fish:69663,1,Catostomus latipinnis x Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,40.520519,-108.986785,,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Green River, above Yampa River confluence, Echo Park, Dinosaur National Monument.",,,1963,10,13,"Collector(s): Joe L. Banks, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: J. L. Banks, USGS Biological Survey Fort Collins",2019-05-27 03:56:33.0
MSB,Fish specimens,MSB:Fish:49078,4,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.297041,-110.2270482,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 10.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,,2001,06,14,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-F5; Storage: 70% EtOH, 81-F5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 02:49:45.0
MSB,Fish specimens,MSB:Fish:53847,14,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2517871,-109.6215234,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.7 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.06 meters-.88 meters,2002,05,29,"Collector(s): Michael A. Farrington, John P. Larson",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:36:40.0
MSB,Fish specimens,MSB:Fish:94770,6,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.28298511,-110.3493202,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.7 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.03 meters-.5 meters,2013,05,20,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester",2019-05-27 07:09:01.0
MSB,Fish specimens,MSB:Fish:53830,3,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2789697,-109.4962472,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.4 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.01 meters-.22 meters,2002,05,18,"Collector(s): W. H. Brandenburg, John P. Larson",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:33:44.0
MSB,Fish specimens,MSB:Fish:81580,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.24341436,-110.0733395,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 21.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.04 meters-.3 meters,2010,05,19,"Collector(s): W. H. Brandenburg, Adam Barkalow, Mary A. Brandenburg",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow, Mary A. Brandenburg",2019-05-27 08:02:11.0
MSB,Fish specimens,MSB:Fish:59006,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1683229,-109.9355859,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 12.6 miles downstream of Mexican Hat raft pull out area.",,.02 meters-.44 meters,2003,05,20,"Collector(s): Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",2019-05-27 03:08:45.0
MSB,Fish specimens,MSB:Fish:58958,11,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.242331,-109.6393615,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.6 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.25 meters,2003,05,18,"Collector(s): Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride, Megan A. Krispinsky",2019-05-27 03:30:45.0
